country_region_code,country_region,sub_region_1,sub_region_2,iso_3166_2_code,census_fips_code,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
AU,Australia,New South Wales,,AU-NSW,,2020-07-05,-7,0,30,-28,-11,4
AU,Australia,Northern Territory,,AU-NT,,2020-07-05,9,14,55,-37,-6,0
AU,Australia,Queensland,,AU-QLD,,2020-07-05,-6,1,21,-35,-14,3
AU,Australia,South Australia,,AU-SA,,2020-07-05,-8,1,-7,-34,-13,4
AU,Australia,Tasmania,,AU-TAS,,2020-07-05,-21,-15,-43,-50,-18,6
AU,Australia,Victoria,,AU-VIC,,2020-07-05,-29,-8,-40,-57,-18,10
AU,Australia,Western Australia,,AU-WA,,2020-07-05,-1,0,-10,-38,-10,4
AU,Australia,,,,,2020-07-05,-13,-2,6,-36,-14,5
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-07-06,-14,1,-9,-37,-28,11
AU,Australia,New South Wales,,AU-NSW,,2020-07-06,-9,0,5,-41,-27,10
AU,Australia,Northern Territory,,AU-NT,,2020-07-06,12,18,43,-24,-1,3
AU,Australia,Queensland,,AU-QLD,,2020-07-06,-5,1,10,-40,-23,7
AU,Australia,South Australia,,AU-SA,,2020-07-06,-7,7,-13,-28,-15,6
AU,Australia,Tasmania,,AU-TAS,,2020-07-06,-22,-13,-53,-48,-18,7
AU,Australia,Victoria,,AU-VIC,,2020-07-06,-25,-6,-22,-62,-36,14
AU,Australia,Western Australia,,AU-WA,,2020-07-06,-4,1,-31,-38,-16,7
AU,Australia,,,,,2020-07-06,-11,-1,-8,-45,-26,10
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-07-07,-11,0,11,-37,-27,11
AU,Australia,New South Wales,,AU-NSW,,2020-07-07,-10,1,-6,-40,-29,10
AU,Australia,Northern Territory,,AU-NT,,2020-07-07,10,12,37,-22,-6,3
AU,Australia,Queensland,,AU-QLD,,2020-07-07,-5,4,18,-37,-24,7
AU,Australia,South Australia,,AU-SA,,2020-07-07,-6,3,-13,-29,-18,7
AU,Australia,Tasmania,,AU-TAS,,2020-07-07,-19,-12,-41,-42,-19,8
AU,Australia,Victoria,,AU-VIC,,2020-07-07,-22,3,-33,-60,-36,15
AU,Australia,Western Australia,,AU-WA,,2020-07-07,1,5,-12,-33,-16,6
AU,Australia,,,,,2020-07-07,-11,3,-11,-42,-27,10
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-07-08,-12,3,8,-37,-27,12
AU,Australia,New South Wales,,AU-NSW,,2020-07-08,-11,0,-9,-40,-28,11
AU,Australia,Northern Territory,,AU-NT,,2020-07-08,10,14,40,-20,-2,3
AU,Australia,Queensland,,AU-QLD,,2020-07-08,-5,1,14,-36,-23,7
AU,Australia,South Australia,,AU-SA,,2020-07-08,-6,3,4,-27,-17,6
AU,Australia,Tasmania,,AU-TAS,,2020-07-08,-18,-13,-43,-44,-17,7
AU,Australia,Victoria,,AU-VIC,,2020-07-08,-16,3,-11,-57,-34,13
AU,Australia,Western Australia,,AU-WA,,2020-07-08,0,2,-9,-32,-15,6
AU,Australia,,,,,2020-07-08,-8,1,-4,-41,-26,10
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-07-09,-11,4,21,-35,-28,10
AU,Australia,New South Wales,,AU-NSW,,2020-07-09,-7,2,14,-36,-27,10
AU,Australia,Northern Territory,,AU-NT,,2020-07-09,13,15,43,-20,-6,3
AU,Australia,Queensland,,AU-QLD,,2020-07-09,-6,2,-12,-39,-24,8
AU,Australia,South Australia,,AU-SA,,2020-07-09,-2,5,7,-25,-19,7
AU,Australia,Tasmania,,AU-TAS,,2020-07-09,-17,-10,-34,-45,-16,7
AU,Australia,Victoria,,AU-VIC,,2020-07-09,-40,-12,-27,-67,-38,19
AU,Australia,Western Australia,,AU-WA,,2020-07-09,2,1,1,-30,-16,6
AU,Australia,,,,,2020-07-09,-14,-1,-1,-43,-27,11
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-07-10,-11,1,34,-36,-27,11
AU,Australia,New South Wales,,AU-NSW,,2020-07-10,-9,2,-9,-36,-26,9
AU,Australia,Northern Territory,,AU-NT,,2020-07-10,18,21,45,-24,-5,2
AU,Australia,Queensland,,AU-QLD,,2020-07-10,-4,4,5,-34,-21,6
AU,Australia,South Australia,,AU-SA,,2020-07-10,-4,6,-22,-25,-16,6
AU,Australia,Tasmania,,AU-TAS,,2020-07-10,-17,-11,-41,-46,-18,8
AU,Australia,Victoria,,AU-VIC,,2020-07-10,-36,-6,-34,-66,-37,20
AU,Australia,Western Australia,,AU-WA,,2020-07-10,2,5,-4,-31,-16,5
AU,Australia,,,,,2020-07-10,-13,2,-11,-41,-26,11
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-07-11,-10,-2,-1,-32,-3,5
AU,Australia,New South Wales,,AU-NSW,,2020-07-11,-10,2,-17,-27,-8,5
AU,Australia,Northern Territory,,AU-NT,,2020-07-11,12,16,58,-24,-6,0
AU,Australia,Queensland,,AU-QLD,,2020-07-11,-3,5,11,-26,-8,3
AU,Australia,South Australia,,AU-SA,,2020-07-11,-5,6,-27,-23,-11,5
AU,Australia,Tasmania,,AU-TAS,,2020-07-11,-14,-16,-40,-47,-14,5
AU,Australia,Victoria,,AU-VIC,,2020-07-11,-44,-13,-64,-67,-22,19
AU,Australia,Western Australia,,AU-WA,,2020-07-11,3,3,-1,-30,-8,3
AU,Australia,,,,,2020-07-11,-16,-1,-17,-38,-12,8
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-07-12,-12,-1,9,-40,-9,4
AU,Australia,New South Wales,,AU-NSW,,2020-07-12,-9,-3,6,-32,-12,4
AU,Australia,Northern Territory,,AU-NT,,2020-07-12,12,15,48,-32,-8,0
AU,Australia,Queensland,,AU-QLD,,2020-07-12,-3,5,-3,-34,-11,3
AU,Australia,South Australia,,AU-SA,,2020-07-12,-6,1,-6,-34,-15,3
AU,Australia,Tasmania,,AU-TAS,,2020-07-12,-20,-16,-49,-53,-17,5
AU,Australia,Victoria,,AU-VIC,,2020-07-12,-43,-15,-48,-67,-26,15
AU,Australia,Western Australia,,AU-WA,,2020-07-12,5,1,6,-31,-9,2
AU,Australia,,,,,2020-07-12,-16,-4,-7,-40,-15,6
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-07-13,-17,-1,-19,-41,-29,12
AU,Australia,New South Wales,,AU-NSW,,2020-07-13,-9,-1,-9,-42,-28,10
AU,Australia,Northern Territory,,AU-NT,,2020-07-13,16,19,36,-20,-1,2
AU,Australia,Queensland,,AU-QLD,,2020-07-13,-4,4,-9,-34,-8,5
AU,Australia,South Australia,,AU-SA,,2020-07-13,-3,10,-3,-26,-16,6
AU,Australia,Tasmania,,AU-TAS,,2020-07-13,-18,-12,-47,-46,-17,7
AU,Australia,Victoria,,AU-VIC,,2020-07-13,-36,-13,-26,-65,-32,16
AU,Australia,Western Australia,,AU-WA,,2020-07-13,-1,3,-27,-36,-16,7
AU,Australia,,,,,2020-07-13,-13,-2,-16,-45,-23,10
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-07-14,-15,-3,-6,-42,-28,11
AU,Australia,New South Wales,,AU-NSW,,2020-07-14,-17,-6,-44,-48,-31,13
AU,Australia,Northern Territory,,AU-NT,,2020-07-14,13,11,38,-18,-4,2
AU,Australia,Queensland,,AU-QLD,,2020-07-14,-5,3,-2,-33,-11,5
AU,Australia,South Australia,,AU-SA,,2020-07-14,-3,1,-8,-29,-19,6
AU,Australia,Tasmania,,AU-TAS,,2020-07-14,-17,-13,-41,-43,-19,7
AU,Australia,Victoria,,AU-VIC,,2020-07-14,-36,-12,-36,-65,-33,18
AU,Australia,Western Australia,,AU-WA,,2020-07-14,2,3,-13,-32,-16,6
AU,Australia,,,,,2020-07-14,-16,-4,-28,-46,-25,11
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-07-15,-12,3,9,-39,-27,12
AU,Australia,New South Wales,,AU-NSW,,2020-07-15,-11,0,-19,-43,-28,11
AU,Australia,Northern Territory,,AU-NT,,2020-07-15,15,18,38,-24,-2,2
AU,Australia,Queensland,,AU-QLD,,2020-07-15,-3,4,6,-30,-10,5
AU,Australia,South Australia,,AU-SA,,2020-07-15,0,4,7,-26,-17,6
AU,Australia,Tasmania,,AU-TAS,,2020-07-15,-11,-11,-39,-44,-17,7
AU,Australia,Victoria,,AU-VIC,,2020-07-15,-34,-7,-30,-65,-32,17
AU,Australia,Western Australia,,AU-WA,,2020-07-15,4,3,-16,-32,-15,6
AU,Australia,,,,,2020-07-15,-12,-1,-14,-44,-23,11
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-07-16,-10,2,17,-36,-28,10
AU,Australia,New South Wales,,AU-NSW,,2020-07-16,-9,-1,-7,-41,-28,11
AU,Australia,Northern Territory,,AU-NT,,2020-07-16,14,15,44,-23,-5,3
AU,Australia,Queensland,,AU-QLD,,2020-07-16,-3,4,10,-32,-11,4
AU,Australia,South Australia,,AU-SA,,2020-07-16,2,5,12,-24,-19,6
AU,Australia,Tasmania,,AU-TAS,,2020-07-16,-12,-10,-30,-44,-16,7
AU,Australia,Victoria,,AU-VIC,,2020-07-16,-37,-10,-34,-66,-32,18
AU,Australia,Western Australia,,AU-WA,,2020-07-16,3,0,-26,-31,-15,7
AU,Australia,,,,,2020-07-16,-13,-2,-9,-43,-23,11
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-07-17,-8,4,44,-31,-25,11
AU,Australia,New South Wales,,AU-NSW,,2020-07-17,-11,2,-16,-39,-26,10
AU,Australia,Northern Territory,,AU-NT,,2020-07-17,21,26,46,-24,-4,1
AU,Australia,Queensland,,AU-QLD,,2020-07-17,-1,5,8,-29,-9,4
AU,Australia,South Australia,,AU-SA,,2020-07-17,1,7,6,-21,-16,5
AU,Australia,Tasmania,,AU-TAS,,2020-07-17,-12,-9,-32,-46,-16,7
AU,Australia,Victoria,,AU-VIC,,2020-07-17,-33,-6,-36,-64,-31,18
AU,Australia,Western Australia,,AU-WA,,2020-07-17,3,6,-29,-35,-15,7
AU,Australia,,,,,2020-07-17,-12,3,-15,-41,-22,10
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-07-18,-4,4,73,-22,-1,3
AU,Australia,New South Wales,,AU-NSW,,2020-07-18,-11,2,7,-25,-7,4
AU,Australia,Northern Territory,,AU-NT,,2020-07-18,18,21,64,-29,-5,-1
AU,Australia,Queensland,,AU-QLD,,2020-07-18,1,7,20,-23,-8,3
AU,Australia,South Australia,,AU-SA,,2020-07-18,-1,7,-20,-22,-10,4
AU,Australia,Tasmania,,AU-TAS,,2020-07-18,-9,-15,-44,-46,-12,5
AU,Australia,Victoria,,AU-VIC,,2020-07-18,-40,-8,-46,-63,-20,17
AU,Australia,Western Australia,,AU-WA,,2020-07-18,5,6,-18,-32,-6,3
AU,Australia,,,,,2020-07-18,-13,1,-4,-35,-11,7
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-07-19,-6,4,50,-31,-7,3
AU,Australia,New South Wales,,AU-NSW,,2020-07-19,-10,-1,25,-31,-10,4
AU,Australia,Northern Territory,,AU-NT,,2020-07-19,16,24,51,-35,-7,0
AU,Australia,Queensland,,AU-QLD,,2020-07-19,2,7,26,-28,-10,2
AU,Australia,South Australia,,AU-SA,,2020-07-19,-4,6,-21,-33,-13,4
AU,Australia,Tasmania,,AU-TAS,,2020-07-19,-16,-13,-53,-55,-15,6
AU,Australia,Victoria,,AU-VIC,,2020-07-19,-42,-13,-49,-69,-27,15
AU,Australia,Western Australia,,AU-WA,,2020-07-19,6,3,-7,-32,-8,3
AU,Australia,,,,,2020-07-19,-14,-2,2,-39,-15,6
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-07-20,-15,2,-5,-30,-15,9
AU,Australia,New South Wales,,AU-NSW,,2020-07-20,-12,-1,-6,-42,-23,10
AU,Australia,Northern Territory,,AU-NT,,2020-07-20,18,24,45,-19,6,2
AU,Australia,Queensland,,AU-QLD,,2020-07-20,-3,4,0,-32,-7,4
AU,Australia,South Australia,,AU-SA,,2020-07-20,-4,10,-24,-21,-4,4
AU,Australia,Tasmania,,AU-TAS,,2020-07-20,-18,-10,-61,-45,-7,6
AU,Australia,Victoria,,AU-VIC,,2020-07-20,-37,-12,-37,-68,-34,17
AU,Australia,Western Australia,,AU-WA,,2020-07-20,2,5,-8,-31,-8,5
AU,Australia,,,,,2020-07-20,-14,-2,-14,-45,-19,9
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-07-21,-18,-3,-6,-36,-16,10
AU,Australia,New South Wales,,AU-NSW,,2020-07-21,-16,-3,-16,-40,-19,9
AU,Australia,Northern Territory,,AU-NT,,2020-07-21,12,19,34,-17,7,1
AU,Australia,Queensland,,AU-QLD,,2020-07-21,-5,2,1,-31,-10,5
AU,Australia,South Australia,,AU-SA,,2020-07-21,-7,1,-23,-22,-6,5
AU,Australia,Tasmania,,AU-TAS,,2020-07-21,-18,-12,-49,-37,-5,5
AU,Australia,Victoria,,AU-VIC,,2020-07-21,-39,-14,-46,-67,-35,19
AU,Australia,Western Australia,,AU-WA,,2020-07-21,0,3,-8,-29,-5,4
AU,Australia,,,,,2020-07-21,-17,-4,-21,-43,-19,10
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-07-22,-15,2,2,-34,-16,10
AU,Australia,New South Wales,,AU-NSW,,2020-07-22,-17,-3,-11,-39,-18,10
AU,Australia,Northern Territory,,AU-NT,,2020-07-22,17,21,38,-15,11,0
AU,Australia,Queensland,,AU-QLD,,2020-07-22,-6,1,-13,-32,-10,6
AU,Australia,South Australia,,AU-SA,,2020-07-22,-7,3,-17,-25,-5,5
AU,Australia,Tasmania,,AU-TAS,,2020-07-22,-15,-12,-46,-42,-2,6
AU,Australia,Victoria,,AU-VIC,,2020-07-22,-38,-12,-42,-67,-34,19
AU,Australia,Western Australia,,AU-WA,,2020-07-22,0,3,-8,-27,-2,4
AU,Australia,,,,,2020-07-22,-16,-4,-18,-43,-17,10
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-07-23,-13,2,-4,-33,-16,9
AU,Australia,New South Wales,,AU-NSW,,2020-07-23,-14,-3,-1,-38,-17,10
AU,Australia,Northern Territory,,AU-NT,,2020-07-23,25,22,52,-16,8,-1
AU,Australia,Queensland,,AU-QLD,,2020-07-23,-6,1,-14,-34,-10,5
AU,Australia,South Australia,,AU-SA,,2020-07-23,-3,3,-4,-21,-6,5
AU,Australia,Tasmania,,AU-TAS,,2020-07-23,-16,-11,-41,-43,-1,6
AU,Australia,Victoria,,AU-VIC,,2020-07-23,-44,-18,-43,-69,-35,20
AU,Australia,Western Australia,,AU-WA,,2020-07-23,-1,2,-17,-27,-3,5
AU,Australia,,,,,2020-07-23,-18,-5,-14,-43,-17,10
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-07-24,-10,3,18,-31,-12,10
AU,Australia,New South Wales,,AU-NSW,,2020-07-24,-15,0,-12,-37,-15,8
AU,Australia,Northern Territory,,AU-NT,,2020-07-24,13,27,93,-32,-43,10
AU,Australia,Queensland,,AU-QLD,,2020-07-24,-3,3,-18,-34,-7,5
AU,Australia,South Australia,,AU-SA,,2020-07-24,-2,6,-12,-18,-3,4
AU,Australia,Tasmania,,AU-TAS,,2020-07-24,-15,-9,-45,-41,-2,6
AU,Australia,Victoria,,AU-VIC,,2020-07-24,-38,-11,-35,-67,-33,20
AU,Australia,Western Australia,,AU-WA,,2020-07-24,3,4,-8,-28,-1,3
AU,Australia,,,,,2020-07-24,-15,1,-17,-41,-16,10
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-07-25,-3,5,64,-22,-1,4
AU,Australia,New South Wales,,AU-NSW,,2020-07-25,-14,0,-11,-30,-8,6
AU,Australia,Northern Territory,,AU-NT,,2020-07-25,15,22,98,-26,-7,0
AU,Australia,Queensland,,AU-QLD,,2020-07-25,-2,4,-27,-36,-10,5
AU,Australia,South Australia,,AU-SA,,2020-07-25,2,6,4,-11,-9,3
AU,Australia,Tasmania,,AU-TAS,,2020-07-25,-9,-14,-36,-45,-12,5
AU,Australia,Victoria,,AU-VIC,,2020-07-25,-41,-11,-39,-63,-20,17
AU,Australia,Western Australia,,AU-WA,,2020-07-25,6,5,-7,-30,-5,3
AU,Australia,,,,,2020-07-25,-15,-2,-15,-39,-11,8
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-07-26,-12,1,-41,-39,-11,6
AU,Australia,New South Wales,,AU-NSW,,2020-07-26,-25,-12,-59,-52,-16,9
AU,Australia,Northern Territory,,AU-NT,,2020-07-26,17,27,61,-33,-5,-1
AU,Australia,Queensland,,AU-QLD,,2020-07-26,-2,4,-11,-37,-12,4
AU,Australia,South Australia,,AU-SA,,2020-07-26,-1,5,1,-27,-13,3
AU,Australia,Tasmania,,AU-TAS,,2020-07-26,-13,-13,-39,-51,-15,5
AU,Australia,Victoria,,AU-VIC,,2020-07-26,-45,-19,-45,-69,-27,15
AU,Australia,Western Australia,,AU-WA,,2020-07-26,6,2,-4,-31,-9,3
AU,Australia,,,,,2020-07-26,-20,-7,-30,-49,-17,8
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-07-27,-22,-5,-48,-38,-16,11
AU,Australia,New South Wales,,AU-NSW,,2020-07-27,-21,-7,-50,-47,-19,11
AU,Australia,Northern Territory,,AU-NT,,2020-07-27,18,27,59,-18,12,1
AU,Australia,Queensland,,AU-QLD,,2020-07-27,-4,2,-9,-33,-7,5
AU,Australia,South Australia,,AU-SA,,2020-07-27,-6,10,-25,-20,-3,4
AU,Australia,Tasmania,,AU-TAS,,2020-07-27,-20,-12,-60,-42,-1,5
AU,Australia,Victoria,,AU-VIC,,2020-07-27,-41,-18,-40,-68,-35,18
AU,Australia,Western Australia,,AU-WA,,2020-07-27,-2,1,-25,-27,-3,4
AU,Australia,,,,,2020-07-27,-19,-6,-34,-47,-17,10
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-07-28,-17,-1,-17,-36,-13,9
AU,Australia,New South Wales,,AU-NSW,,2020-07-28,-20,-4,-39,-44,-20,11
AU,Australia,Northern Territory,,AU-NT,,2020-07-28,16,20,48,-17,9,1
AU,Australia,Queensland,,AU-QLD,,2020-07-28,-5,3,10,-31,-8,5
AU,Australia,South Australia,,AU-SA,,2020-07-28,-7,2,-24,-20,-5,5
AU,Australia,Tasmania,,AU-TAS,,2020-07-28,-20,-12,-47,-40,-3,5
AU,Australia,Victoria,,AU-VIC,,2020-07-28,-41,-17,-38,-68,-36,19
AU,Australia,Western Australia,,AU-WA,,2020-07-28,-1,3,-12,-25,-2,4
AU,Australia,,,,,2020-07-28,-19,-5,-26,-44,-18,10
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-07-29,-14,3,5,-33,-14,10
AU,Australia,New South Wales,,AU-NSW,,2020-07-29,-17,-4,-15,-40,-18,10
AU,Australia,Northern Territory,,AU-NT,,2020-07-29,17,23,51,-15,10,1
AU,Australia,Queensland,,AU-QLD,,2020-07-29,-6,1,10,-30,-10,5
AU,Australia,South Australia,,AU-SA,,2020-07-29,-7,3,-14,-19,-5,5
AU,Australia,Tasmania,,AU-TAS,,2020-07-29,-17,-13,-44,-39,-2,5
AU,Australia,Victoria,,AU-VIC,,2020-07-29,-39,-15,-31,-67,-35,19
AU,Australia,Western Australia,,AU-WA,,2020-07-29,-1,2,-7,-26,-2,4
AU,Australia,,,,,2020-07-29,-17,-5,-12,-42,-18,10
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-07-30,-13,2,9,-31,-15,9
AU,Australia,New South Wales,,AU-NSW,,2020-07-30,-14,-3,-9,-39,-17,10
AU,Australia,Northern Territory,,AU-NT,,2020-07-30,18,18,61,-19,8,1
AU,Australia,Queensland,,AU-QLD,,2020-07-30,-7,3,12,-33,-12,5
AU,Australia,South Australia,,AU-SA,,2020-07-30,-4,4,-7,-17,-7,5
AU,Australia,Tasmania,,AU-TAS,,2020-07-30,-16,-10,-40,-40,-2,6
AU,Australia,Victoria,,AU-VIC,,2020-07-30,-41,-12,-31,-68,-36,19
AU,Australia,Western Australia,,AU-WA,,2020-07-30,-1,0,-8,-25,-3,4
AU,Australia,,,,,2020-07-30,-18,-3,-7,-43,-18,10
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-07-31,-9,3,25,-33,-14,9
AU,Australia,New South Wales,,AU-NSW,,2020-07-31,-15,0,-12,-38,-16,8
AU,Australia,Northern Territory,,AU-NT,,2020-07-31,22,32,57,-17,7,-1
AU,Australia,Queensland,,AU-QLD,,2020-07-31,-5,5,5,-32,-9,4
AU,Australia,South Australia,,AU-SA,,2020-07-31,-2,6,-10,-14,-4,3
AU,Australia,Tasmania,,AU-TAS,,2020-07-31,-15,-8,-45,-42,-3,5
AU,Australia,Victoria,,AU-VIC,,2020-07-31,-36,-8,-33,-67,-35,20
AU,Australia,Western Australia,,AU-WA,,2020-07-31,3,4,-13,-25,-3,3
AU,Australia,,,,,2020-07-31,-15,2,-12,-41,-17,9
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-08-01,-3,5,69,-25,-1,3
AU,Australia,New South Wales,,AU-NSW,,2020-08-01,-14,-1,16,-28,-8,4
AU,Australia,Northern Territory,,AU-NT,,2020-08-01,17,23,84,-24,-6,-1
AU,Australia,Queensland,,AU-QLD,,2020-08-01,-4,5,12,-31,-10,4
AU,Australia,South Australia,,AU-SA,,2020-08-01,0,5,5,-14,-9,3
AU,Australia,Tasmania,,AU-TAS,,2020-08-01,-10,-13,-39,-44,-13,4
AU,Australia,Victoria,,AU-VIC,,2020-08-01,-39,-7,-29,-62,-20,17
AU,Australia,Western Australia,,AU-WA,,2020-08-01,7,5,5,-24,-7,2
AU,Australia,,,,,2020-08-01,-15,-1,7,-37,-11,7
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-08-02,-6,5,55,-35,-8,3
AU,Australia,New South Wales,,AU-NSW,,2020-08-02,-14,-3,25,-36,-11,4
AU,Australia,Northern Territory,,AU-NT,,2020-08-02,20,20,92,-30,-2,-2
AU,Australia,Queensland,,AU-QLD,,2020-08-02,-4,4,22,-37,-13,3
AU,Australia,South Australia,,AU-SA,,2020-08-02,-1,6,15,-26,-12,2
AU,Australia,Tasmania,,AU-TAS,,2020-08-02,-16,-10,-47,-54,-16,5
AU,Australia,Victoria,,AU-VIC,,2020-08-02,-36,0,-32,-66,-24,14
AU,Australia,Western Australia,,AU-WA,,2020-08-02,6,3,-4,-30,-9,3
AU,Australia,,,,,2020-08-02,-15,1,9,-41,-15,6
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-08-03,-17,1,-6,-34,-14,9
AU,Australia,New South Wales,,AU-NSW,,2020-08-03,-16,-3,-8,-42,-18,9
AU,Australia,Northern Territory,,AU-NT,,2020-08-03,13,13,121,-33,-61,12
AU,Australia,Queensland,,AU-QLD,,2020-08-03,-7,3,-3,-37,-8,5
AU,Australia,South Australia,,AU-SA,,2020-08-03,-6,11,-21,-18,-3,4
AU,Australia,Tasmania,,AU-TAS,,2020-08-03,-23,-9,-59,-44,-1,5
AU,Australia,Victoria,,AU-VIC,,2020-08-03,-46,-19,-39,-72,-37,19
AU,Australia,Western Australia,,AU-WA,,2020-08-03,-7,-1,-39,-31,-3,5
AU,Australia,,,,,2020-08-03,-19,-5,-20,-46,-18,10
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-08-04,-18,-2,-18,-40,-13,9
AU,Australia,New South Wales,,AU-NSW,,2020-08-04,-19,-5,-13,-42,-19,9
AU,Australia,Northern Territory,,AU-NT,,2020-08-04,16,23,46,-17,8,0
AU,Australia,Queensland,,AU-QLD,,2020-08-04,-8,2,10,-35,-11,5
AU,Australia,South Australia,,AU-SA,,2020-08-04,-8,5,-21,-20,-6,5
AU,Australia,Tasmania,,AU-TAS,,2020-08-04,-25,-17,-57,-45,-5,6
AU,Australia,Victoria,,AU-VIC,,2020-08-04,-47,-23,-60,-74,-41,22
AU,Australia,Western Australia,,AU-WA,,2020-08-04,-1,3,-14,-25,-2,3
AU,Australia,,,,,2020-08-04,-21,-6,-22,-46,-20,11
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-08-05,-16,-3,-7,-37,-15,10
AU,Australia,New South Wales,,AU-NSW,,2020-08-05,-19,-5,-11,-41,-18,10
AU,Australia,Northern Territory,,AU-NT,,2020-08-05,16,16,56,-18,11,1
AU,Australia,Queensland,,AU-QLD,,2020-08-05,-8,-1,13,-33,-11,6
AU,Australia,South Australia,,AU-SA,,2020-08-05,-7,4,-10,-19,-6,5
AU,Australia,Tasmania,,AU-TAS,,2020-08-05,-23,-11,-54,-47,-7,8
AU,Australia,Victoria,,AU-VIC,,2020-08-05,-45,-19,-56,-74,-41,21
AU,Australia,Western Australia,,AU-WA,,2020-08-05,-1,3,-9,-25,-2,3
AU,Australia,,,,,2020-08-05,-19,-7,-16,-45,-20,11
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-08-06,-13,-2,3,-32,-15,8
AU,Australia,New South Wales,,AU-NSW,,2020-08-06,-17,-4,-3,-40,-18,10
AU,Australia,Northern Territory,,AU-NT,,2020-08-06,21,11,73,-19,7,1
AU,Australia,Queensland,,AU-QLD,,2020-08-06,-7,-1,18,-33,-12,5
AU,Australia,South Australia,,AU-SA,,2020-08-06,-6,3,-19,-20,-8,5
AU,Australia,Tasmania,,AU-TAS,,2020-08-06,-17,-5,-41,-40,-1,5
AU,Australia,Victoria,,AU-VIC,,2020-08-06,-60,-27,-52,-77,-49,26
AU,Australia,Western Australia,,AU-WA,,2020-08-06,-1,2,-7,-24,-2,3
AU,Australia,,,,,2020-08-06,-23,-8,-10,-46,-22,12
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-08-07,-17,-10,-39,-38,-13,12
AU,Australia,New South Wales,,AU-NSW,,2020-08-07,-23,-7,-48,-45,-17,11
AU,Australia,Northern Territory,,AU-NT,,2020-08-07,23,21,71,-19,13,-1
AU,Australia,Queensland,,AU-QLD,,2020-08-07,-8,-1,-17,-36,-8,5
AU,Australia,South Australia,,AU-SA,,2020-08-07,-8,3,-38,-23,-6,5
AU,Australia,Tasmania,,AU-TAS,,2020-08-07,-16,-5,-46,-42,-2,5
AU,Australia,Victoria,,AU-VIC,,2020-08-07,-57,-22,-62,-76,-48,27
AU,Australia,Western Australia,,AU-WA,,2020-08-07,1,5,-14,-26,-2,3
AU,Australia,,,,,2020-08-07,-24,-6,-38,-47,-21,12
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-08-08,-9,-4,-28,-38,-6,6
AU,Australia,New South Wales,,AU-NSW,,2020-08-08,-18,-1,-30,-36,-10,7
AU,Australia,Northern Territory,,AU-NT,,2020-08-08,25,19,96,-24,-1,-1
AU,Australia,Queensland,,AU-QLD,,2020-08-08,-1,4,14,-31,-9,4
AU,Australia,South Australia,,AU-SA,,2020-08-08,-4,4,-28,-21,-11,5
AU,Australia,Tasmania,,AU-TAS,,2020-08-08,-9,-10,-32,-44,-13,4
AU,Australia,Victoria,,AU-VIC,,2020-08-08,-63,-26,-65,-75,-37,23
AU,Australia,Western Australia,,AU-WA,,2020-08-08,6,7,-2,-28,-6,2
AU,Australia,,,,,2020-08-08,-22,-6,-21,-44,-16,10
AU,Australia,Australian Capital Territory,,AU-ACT,,2020-08-09,-15,-5,-19,-45,-11,6
AU,Australia,New South Wales,,AU-NSW,,2020-08-09,-22,-9,-30,-49,-14,7
AU,Australia,Northern Territory,,AU-NT,,2020-08-09,25,21,81,-33,-1,0
AU,Australia,Queensland,,AU-QLD,,2020-08-09,-1,2,24,-35,-13,3
